player_id,name,age,goals,assists,yellow_cards,red_cards,role,market_value
10,Miroslav Klose,48,48.0,25.0,19.0,1.0,attacker,6800000.0
26,Roman Weidenfeller,46,1.0,1.0,4.0,2.0,goalkeeper,2200000.0
65,Dimitar Berbatov,45,38.0,13.0,11.0,1.0,attacker,7700000.0
77,Lúcio,48,3.0,2.0,9.0,1.0,defender,5060000.0
80,Tom Starke,45,1.0,1.0,3.0,1.0,goalkeeper,680000.0
109,Dedê,48,1.0,2.0,4.0,1.0,defender,2220000.0
123,Christoph Metzelder,45,3.0,1.0,9.0,1.0,defender,3100000.0
132,Tomas Rosicky,46,9.0,4.0,13.0,1.0,midfielder,3780000.0
162,Marc Ziegler,50,1.0,1.0,3.0,1.0,goalkeeper,410000.0
215,Roque Santa Cruz,45,26.0,8.0,3.0,1.0,attacker,2600000.0
258,Gerald Asamoah,48,8.0,2.0,2.0,1.0,attacker,1480000.0
264,Tamás Hajnal,45,2.0,3.0,1.0,1.0,midfielder,1380000.0
276,Sladan Peric,44,3.0,2.0,9.0,1.0,defender,260000.0
277,Sérgio da Silva Pinto,46,5.0,4.0,15.0,1.0,midfielder,820000.0
325,Tomas Ujfalusi,48,3.0,2.0,9.0,1.0,defender,2640000.0
332,Benjamin Köhler,46,3.0,4.0,4.0,1.0,midfielder,620000.0
410,Sebastian Kehl,46,3.0,6.0,11.0,1.0,midfielder,2600000.0
411,Levan Kobiashvili,49,1.0,4.0,2.0,1.0,midfielder,1820000.0
447,Oka Nikolov,52,1.0,1.0,3.0,1.0,goalkeeper,680000.0
488,Gerhard Tremmel,47,1.0,1.0,2.0,1.0,goalkeeper,640000.0
532,Claudio Pizarro,48,53.0,24.0,6.0,1.0,attacker,2720000.0
557,Simon Jentzsch,50,1.0,1.0,3.0,1.0,goalkeeper,1140000.0
568,Martin Stranzl,46,8.0,2.0,18.0,1.0,defender,1700000.0
597,Aleksandr Hleb,45,4.0,13.0,4.0,1.0,midfielder,3920000.0
598,Timo Hildebrand,47,1.0,1.0,1.0,1.0,goalkeeper,2600000.0
643,Christian Vander,46,1.0,1.0,3.0,1.0,goalkeeper,200000.0
670,Martin Petrov,47,6.0,2.0,5.0,1.0,attacker,2720000.0
690,Ivan Klasnic,46,1.0,4.0,5.0,1.0,attacker,2800000.0
691,Simon Rolfes,44,12.0,8.0,10.0,1.0,midfielder,3500000.0
735,Giuseppe Gemiti,45,3.0,1.0,1.0,1.0,defender,310000.0
755,Deniz Baris,49,1.0,2.0,6.0,1.0,defender,640000.0
773,David Jarolim,47,5.0,5.0,8.0,1.0,midfielder,1900000.0
823,Hanno Balitsch,45,1.0,2.0,9.0,1.0,midfielder,960000.0
831,Selim Teber,45,5.0,5.0,1.0,1.0,midfielder,640000.0
886,Jens Langeneke,49,2.0,2.0,5.0,1.0,defender,240000.0
892,Heinz Müller,48,1.0,1.0,1.0,1.0,goalkeeper,610000.0
933,Ugur Inceman,45,6.0,7.0,27.0,1.0,midfielder,640000.0
992,Christian Weber,43,3.0,5.0,9.0,1.0,defender,340000.0
1073,Manuel Friedrich,47,3.0,2.0,5.0,1.0,defender,1500000.0
1075,Andriy Voronin,47,7.0,3.0,2.0,1.0,attacker,2000000.0
1083,Julian de Guzmán,45,1.0,2.0,8.0,1.0,midfielder,1200000.0
1094,Emanuel Pogatetz,43,1.0,2.0,12.0,1.0,defender,1360000.0
1095,Peer Kluge,45,3.0,1.0,10.0,1.0,midfielder,900000.0
1116,Thomas Kleine,48,3.0,2.0,6.0,1.0,defender,600000.0
1122,Sven Neuhaus,48,1.0,1.0,3.0,1.0,goalkeeper,340000.0
1126,Matthias Lehmann,43,6.0,6.0,32.0,1.0,midfielder,700000.0
1139,Nikolce Noveski,47,2.0,1.0,15.0,1.0,defender,1000000.0
1144,Christofer Heimeroth,45,1.0,1.0,3.0,1.0,goalkeeper,340000.0
1150,Raphael Schäfer,47,1.0,1.0,4.0,1.0,goalkeeper,1160000.0
1161,Javier Zanetti,53,3.0,1.0,1.0,1.0,defender,3000000.0
1197,Peter Graulund,50,2.0,4.0,3.0,1.0,attacker,420000.0
1257,Michael Ratajczak,44,1.0,1.0,3.0,1.0,goalkeeper,240000.0
1277,Clemens Fritz,45,2.0,14.0,40.0,1.0,defender,2000000.0
1321,Jermaine Jones,45,3.0,8.0,23.0,1.0,midfielder,2080000.0
1323,Martin Amedick,44,3.0,2.0,9.0,1.0,defender,790000.0
1327,Alou Diarra,45,2.0,1.0,10.0,1.0,midfielder,3100000.0
1331,Kevin Kuranyi,44,34.0,9.0,17.0,1.0,attacker,3400000.0
1335,Steven Cherundolo,47,3.0,2.0,2.0,1.0,defender,1400000.0
1363,Christian Wetklo,46,1.0,1.0,5.0,2.0,goalkeeper,240000.0
1368,Guy Demel,45,2.0,3.0,7.0,1.0,defender,1320000.0
1381,Maik Franz,45,3.0,2.0,9.0,1.0,defender,940000.0
1397,Michael Owen,46,1.0,4.0,5.0,1.0,attacker,6800000.0
1423,Lars Jacobsen,47,2.0,19.0,10.0,1.0,defender,900000.0
1426,Cacau,45,2.0,4.0,5.0,1.0,attacker,1880000.0
1428,Mike Hanke,42,9.0,5.0,3.0,1.0,attacker,1800000.0
1443,Christian Poulsen,46,2.0,5.0,10.0,1.0,midfielder,2720000.0
1474,Tim Wiese,44,1.0,1.0,3.0,1.0,goalkeeper,2400000.0
1496,Heiko Butscher,46,3.0,2.0,9.0,1.0,defender,610000.0
1532,Wesley Sonck,48,1.0,2.0,3.0,0.0,unknown,1760000.0
1560,Youssef El Akchaoui,45,3.0,4.0,7.0,1.0,defender,630000.0
1565,Alexander Meier,43,69.0,13.0,9.0,1.0,attacker,1140000.0
1568,Stefan Reisinger,45,8.0,4.0,3.0,1.0,attacker,700000.0
1572,Andreas Wolf,44,3.0,2.0,9.0,1.0,defender,1400000.0
1573,Thomas Hitzlsperger,44,5.0,5.0,8.0,1.0,midfielder,2600000.0
1586,Christian Schulz,43,5.0,2.0,25.0,1.0,defender,980000.0
1606,Morten Rasmussen,41,1.0,2.0,11.0,1.0,defender,160000.0
1613,Vivian,44,3.0,2.0,2.0,2.0,defender,380000.0
1659,Dennis Kruppke,46,9.0,6.0,1.0,1.0,attacker,470000.0
1662,Sascha Riether,43,1.0,13.0,14.0,1.0,defender,1440000.0
1667,Diego Benaglio,43,1.0,1.0,9.0,1.0,goalkeeper,2500000.0
1684,Milorad Pekovic,49,3.0,3.0,9.0,1.0,midfielder,420000.0
1716,David Odonkor,42,2.0,3.0,2.0,1.0,attacker,1300000.0
1725,Jesper Christiansen,48,1.0,1.0,1.0,1.0,goalkeeper,440000.0
1726,Heiko Westermann,43,8.0,5.0,21.0,1.0,defender,2120000.0
1743,Patrick Platins,43,1.0,1.0,3.0,1.0,goalkeeper,300000.0
1772,Du-ri Cha,46,3.0,5.0,9.0,1.0,defender,960000.0
1784,René Adler,41,1.0,3.0,12.0,1.0,goalkeeper,3600000.0
1791,Halil Altintop,43,29.0,18.0,5.0,1.0,midfielder,1660000.0
1792,Hamit Altintop,43,2.0,9.0,16.0,1.0,midfielder,2440000.0
1841,Ali Bilgin,44,5.0,5.0,1.0,1.0,midfielder,640000.0
1896,Ahmet Cebe,43,1.0,5.0,20.0,1.0,defender,250000.0
1986,Markus Feulner,44,8.0,5.0,21.0,1.0,midfielder,680000.0
2048,Philipp Haastrup,44,1.0,2.0,7.0,1.0,defender,170000.0
2050,Nelson Valdez,42,16.0,4.0,9.0,1.0,attacker,1080000.0
2138,Mladen Kascelan,43,1.0,3.0,22.0,1.0,midfielder,140000.0
2148,Erdal Kilicaslan,42,8.0,7.0,4.0,1.0,attacker,620000.0
2150,Oliver Kirch,44,1.0,1.0,1.0,1.0,midfielder,760000.0
2154,Patric Klandt,43,1.0,1.0,3.0,1.0,goalkeeper,290000.0
2201,Lukas Kruse,43,1.0,1.0,3.0,1.0,goalkeeper,280000.0
2219,Philipp Lahm,42,6.0,35.0,14.0,1.0,defender,14800000.0
2233,Christian Lell,42,2.0,3.0,5.0,1.0,defender,1440000.0
2306,Markus Miller,44,1.0,1.0,3.0,1.0,goalkeeper,940000.0
2309,Zvjezdan Misimovic,44,6.0,2.0,3.0,1.0,midfielder,3460000.0
2334,Marcel Ndjeng,44,1.0,2.0,3.0,1.0,midfielder,340000.0
2358,Patrick Ochs,42,3.0,3.0,10.0,1.0,defender,1160000.0
2374,Patrick Owomoyela,46,3.0,5.0,9.0,1.0,defender,1160000.0
2386,Marjan Petkovic,47,1.0,1.0,3.0,1.0,goalkeeper,260000.0
2421,Michael Rensing,42,1.0,1.0,2.0,1.0,goalkeeper,1140000.0
2453,Mahir Saglik,43,1.0,1.0,2.0,1.0,attacker,320000.0
2514,Bastian Schweinsteiger,42,24.0,27.0,27.0,1.0,midfielder,8800000.0
2583,Thorsten Stuckmann,45,1.0,1.0,3.0,1.0,goalkeeper,320000.0
2587,Elyasa Süme,43,2.0,4.0,37.0,2.0,defender,420000.0
2623,Piotr Trochowski,42,4.0,3.0,2.0,1.0,midfielder,2600000.0
2703,Morten Skoubo,46,9.0,3.0,5.0,1.0,attacker,740000.0
2712,Nando Rafael,42,3.0,4.0,2.0,1.0,attacker,600000.0
2726,Romuald Peiser,47,1.0,1.0,3.0,1.0,goalkeeper,380000.0
2767,Alexander Madlung,44,8.0,2.0,7.0,1.0,defender,1100000.0
2805,Christian Pander,43,1.0,8.0,2.0,1.0,defender,1500000.0
2857,Eldin Jakupovic,42,1.0,1.0,3.0,1.0,goalkeeper,380000.0
2865,Stephan Lichtsteiner,42,13.0,30.0,60.0,1.0,defender,4040000.0
2874,Mladen Petric,45,18.0,11.0,8.0,1.0,attacker,2680000.0
2878,Yassin Mikari,43,1.0,4.0,2.0,1.0,defender,680000.0
2899,Hervé Tum,47,1.0,1.0,1.0,1.0,attacker,720000.0
2904,Rafa Márquez,47,3.0,2.0,3.0,1.0,defender,3840000.0
2923,Andreas Ivanschitz,43,13.0,17.0,12.0,1.0,midfielder,1260000.0
2926,György Garics,42,1.0,5.0,21.0,1.0,defender,680000.0
2953,Paul Scharner,46,3.0,1.0,8.0,1.0,midfielder,2200000.0
2956,Roland Linz,45,8.0,4.0,5.0,1.0,attacker,1540000.0
2963,Martín Demichelis,45,9.0,2.0,38.0,2.0,defender,3360000.0
2989,Paolo Guerrero,42,8.0,4.0,5.0,1.0,attacker,
2998,Robert Huth,42,7.0,3.0,31.0,1.0,defender,3780000.0
2999,Chris Iwelumo,48,8.0,4.0,1.0,1.0,attacker,700000.0
3059,Ekrem Dag,45,1.0,5.0,4.0,1.0,defender,880000.0
3098,Olof Mellberg,49,4.0,1.0,5.0,1.0,defender,2040000.0
3109,Steven Gerrard,46,38.0,26.0,22.0,1.0,midfielder,11400000.0
3114,Jan Schlaudraff,43,6.0,8.0,5.0,1.0,attacker,1500000.0
3115,David Bellion,43,2.0,4.0,1.0,1.0,attacker,1600000.0
3118,Kieron Dyer,47,1.0,1.0,1.0,1.0,midfielder,3600000.0
3120,Richard Wright,48,1.0,1.0,3.0,1.0,goalkeeper,1350000.0
3130,Titus Bramble,45,3.0,2.0,3.0,1.0,defender,2700000.0
3131,Kevin Phillips,53,8.0,4.0,5.0,1.0,attacker,1700000.0
3132,Florin Cernat,46,5.0,2.0,1.0,1.0,midfielder,640000.0
3139,David Beckham,51,4.0,2.0,2.0,1.0,midfielder,8800000.0
3146,Shay Given,50,1.0,1.0,3.0,1.0,goalkeeper,2200000.0
3151,Carlo Cudicini,53,1.0,1.0,3.0,1.0,goalkeeper,1200000.0
3156,William Gallas,49,1.0,2.0,4.0,1.0,defender,4200000.0
3159,Valerio Di Cesare,43,3.0,2.0,3.0,1.0,defender,290000.0
3160,John Terry,45,17.0,5.0,15.0,2.0,defender,7800000.0
3163,Frank Lampard,48,30.0,14.0,11.0,1.0,midfielder,9800000.0
3165,Cris,49,1.0,2.0,3.0,1.0,defender,3200000.0
3170,Simon Cziommer,45,4.0,9.0,10.0,1.0,midfielder,960000.0
3172,Quique de Lucas,48,4.0,6.0,2.0,1.0,midfielder,880000.0
3176,Eidur Gudjohnsen,48,10.0,3.0,2.0,1.0,attacker,2560000.0
3179,Carlton Cole,43,11.0,5.0,6.0,1.0,attacker,2200000.0
3182,Ashley Cole,45,1.0,7.0,12.0,1.0,defender,5800000.0
3190,Stuart Taylor,45,1.0,1.0,3.0,1.0,goalkeeper,500000.0
3195,Jermaine Pennant,43,1.0,6.0,1.0,1.0,attacker,2500000.0
3201,Stathis Tavlaridis,46,8.0,1.0,44.0,1.0,defender,1120000.0
3202,Kolo Touré,45,1.0,3.0,8.0,1.0,defender,5800000.0
3205,David Bentley,42,4.0,4.5,1.0,1.0,midfielder,5800000.0
3216,Milan Baros,45,2.0,4.0,1.0,1.0,attacker,3700000.0
3220,John Arne Riise,46,3.0,5.0,7.0,1.0,defender,3560000.0
3226,Nicolas Anelka,47,2.0,4.0,5.0,1.0,attacker,6800000.0
3233,Chris,48,3.0,2.0,9.0,1.0,defender,940000.0
3235,Rio Ferdinand,47,1.0,2.0,7.0,1.0,defender,7800000.0
3251,Stephen Hughes,43,5.0,1.0,4.0,1.0,midfielder,1220000.0
3256,Roberto Hilbert,42,4.0,10.0,25.0,1.0,defender,1080000.0
3259,Damien Duff,47,3.0,11.0,1.0,1.0,midfielder,3880000.0
3266,Jérémie Aliadière,43,24.0,14.0,4.0,1.0,attacker,1300000.0
3269,Calvin Zola,41,3.0,4.0,1.0,1.0,attacker,340000.0
3270,Joseph Yobo,46,1.0,2.0,1.0,1.0,defender,2900000.0
3271,Luke Young,47,3.0,5.0,9.0,1.0,defender,1800000.0
3273,Matthew Upson,47,1.0,2.0,9.0,1.0,defender,2000000.0
3276,Shola Ameobi,45,6.0,6.0,10.0,1.0,attacker,1700000.0
3287,Steve Banks,54,1.0,1.0,3.0,1.0,goalkeeper,120000.0
3291,Gareth Barry,45,8.0,17.0,57.0,1.0,midfielder,3960000.0
3292,Joey Barton,44,3.0,6.0,27.0,1.0,midfielder,2520000.0
3296,Paul Konchesky,45,1.0,1.0,6.0,1.0,defender,2100000.0
3297,Craig Bellamy,47,2.0,1.0,3.0,1.0,attacker,3400000.0
3306,Jonathan Walters,43,34.0,14.0,22.0,1.0,attacker,2300000.0
3310,Nicky Weaver,47,1.0,1.0,3.0,1.0,goalkeeper,600000.0
3321,Luke Wilkshire,45,3.0,5.0,30.0,1.0,defender,1080000.0
3322,Ben Williams,44,1.0,1.0,1.0,1.0,goalkeeper,180000.0
3332,Wayne Rooney,41,82.0,59.0,40.0,1.0,attacker,14600000.0
3333,James Milner,40,39.0,70.0,71.0,1.0,midfielder,4800000.0
3354,Jonathan Blondel,42,3.0,1.0,10.0,1.0,midfielder,1100000.0
3356,Sylvain Distin,48,3.0,3.0,4.0,1.0,defender,2400000.0
3357,Mark Schwarzer,54,1.0,1.0,3.0,1.0,goalkeeper,1400000.0
3366,Kaká,44,14.0,12.0,6.0,1.0,midfielder,14800000.0
3391,Markus Neumayr,40,3.0,4.0,3.0,1.0,midfielder,360000.0
3395,Gábor Babos,52,1.0,1.0,1.0,1.0,goalkeeper,600000.0
3397,Paul Scholes,51,1.0,1.0,10.0,1.0,midfielder,5800000.0
3404,Phil Neville,49,3.0,1.0,6.0,1.0,defender,2000000.0
3405,Wes Brown,47,3.0,2.0,7.0,4.0,defender,2200000.0
3406,Ryan Giggs,52,3.0,9.0,3.0,1.0,midfielder,5800000.0
3411,Pablo Aimar,47,6.0,3.0,3.0,1.0,midfielder,5400000.0
3413,Rodrigo Tello,47,4.0,13.0,9.0,1.0,attacker,1760000.0
3417,Nicolás Burdisso,45,1.0,1.0,43.0,1.0,defender,2040000.0
3428,Dejan Stankovic,48,5.0,5.0,2.0,1.0,midfielder,5300000.0
3441,Timmy Simons,49,20.0,6.0,16.0,1.0,midfielder,1180000.0
3447,Ragnvald Soma,46,3.0,2.0,9.0,1.0,defender,360000.0
3455,Zlatan Ibrahimović,45,196.0,78.0,42.0,4.0,attacker,10800000.0
3458,Lomana LuaLua,45,18.0,15.0,7.0,1.0,attacker,1360000.0
3461,Jermaine Jenas,43,2.0,5.0,1.0,1.0,midfielder,4200000.0
3466,Kevin Stuhr-Ellegaard,43,1.0,1.0,3.0,1.0,goalkeeper,380000.0
3467,Shaun Wright-Phillips,45,1.0,1.0,5.0,1.0,attacker,6380000.0
3473,Thomas Sörensen,50,1.0,1.0,3.0,1.0,goalkeeper,1500000.0
3476,Brad Friedel,55,1.0,1.0,1.0,1.0,goalkeeper,1400000.0
3480,Hugo Viana,43,8.0,3.0,8.0,1.0,midfielder,4200000.0
3495,Dudu Aouate,49,1.0,1.0,2.0,1.0,goalkeeper,780000.0
3507,Christian Abbiati,49,1.0,1.0,7.0,1.0,goalkeeper,1700000.0
3515,Mark van Bommel,49,8.0,4.0,11.0,1.0,midfielder,3640000.0
3525,Sylvain Armand,46,2.0,2.0,11.0,1.0,defender,1700000.0
3530,Jan Polak,45,1.0,3.0,8.0,1.0,midfielder,1580000.0
3531,Robert Vittek,44,2.0,1.0,1.0,1.0,attacker,1320000.0
3534,Roy Carroll,49,1.0,1.0,1.0,1.0,goalkeeper,660000.0
3535,Ricardo,54,1.0,1.0,3.0,1.0,goalkeeper,960000.0
3539,Luke Steele,42,1.0,1.0,4.0,1.0,goalkeeper,420000.0
3540,John O'Shea,45,3.0,4.0,16.0,1.0,defender,1800000.0
3547,Darren Fletcher,42,8.0,8.0,6.0,1.0,midfielder,5200000.0
3548,Kieran Richardson,42,6.0,7.0,14.0,1.0,defender,2850000.0
3560,Jerome Thomas,43,6.0,1.0,3.0,1.0,attacker,900000.0
3562,Steve Harper,51,1.0,1.0,1.0,1.0,goalkeeper,800000.0
3564,Adam Collin,41,1.0,1.0,3.0,1.0,goalkeeper,250000.0
3569,Steed Malbranque,46,7.0,13.0,13.0,1.0,midfielder,1960000.0
3573,Julien Escudé,47,2.0,2.0,4.0,1.0,defender,2040000.0
3575,Mickaël Landreau,47,1.0,1.0,2.0,1.0,goalkeeper,3600000.0
3580,Aaron Hughes,46,1.0,2.0,3.0,1.0,defender,1260000.0
3583,Steve Simonsen,47,1.0,1.0,3.0,1.0,goalkeeper,600000.0
3589,Gary Naysmith,47,3.0,4.0,7.0,1.0,defender,760000.0
3597,Jamie Carragher,48,3.0,1.0,5.0,1.0,defender,4600000.0
3613,Sean O'Hanlon,43,3.0,2.0,9.0,1.0,defender,365000.0
3614,Tony Hibbert,45,3.0,5.0,1.0,1.0,defender,1300000.0
3620,Leon Osman,45,13.0,12.0,13.0,1.0,midfielder,2400000.0
3630,Paul Robinson,47,1.0,1.0,3.0,1.0,goalkeeper,2000000.0
3634,Ian Harte,49,3.0,4.0,1.0,1.0,defender,820000.0
3640,Mark Hudson,44,3.0,2.0,1.0,1.0,defender,650000.0
3666,Jason Roberts,48,8.0,1.0,2.0,1.0,attacker,1000000.0
3668,Lloyd Dyer,44,3.0,4.0,4.0,1.0,midfielder,400000.0
3682,Wayne Bridge,46,3.0,1.0,7.0,1.0,defender,2200000.0
3692,Jussi Jääskeläinen,51,1.0,1.0,2.0,1.0,goalkeeper,1270000.0
3698,Anton Ferdinand,41,3.0,2.0,5.0,1.0,defender,1640000.0
3707,Bernard Mendy,45,3.0,5.0,8.0,1.0,defender,1820000.0
3713,Massimo Maccarone,47,31.0,13.0,11.0,1.0,attacker,1420000.0
3719,Peter Enckelman,49,1.0,1.0,3.0,1.0,goalkeeper,580000.0
3730,Kim Källström,44,5.0,7.0,16.0,1.0,midfielder,2940000.0
3753,Georgios Theodoridis,46,5.0,4.0,3.0,1.0,midfielder,460000.0
3755,Óscar Ustari,40,1.0,1.0,3.0,1.0,goalkeeper,1880000.0
3762,Peter Whittingham,42,3.0,6.0,3.0,1.0,midfielder,1150000.0
3771,Raúl Bravo,45,1.0,1.0,10.0,1.0,defender,880000.0
3775,George McCartney,45,3.0,2.0,6.0,1.0,defender,1600000.0
3783,Sam Parkin,45,2.0,2.0,3.0,1.0,attacker,320000.0
3785,Scott Parker,46,2.0,5.0,9.0,1.0,midfielder,4000000.0
3788,Matthew Etherington,45,3.0,2.0,2.0,1.0,midfielder,2600000.0
3791,Gary Caldwell,44,1.0,1.0,8.0,1.0,defender,1450000.0
3804,Carlo Nash,53,1.0,1.0,3.0,1.0,goalkeeper,360000.0
3807,Richard Dunne,47,3.0,2.0,7.0,1.0,defender,2800000.0
3816,Sofian Chahed,43,3.0,3.0,3.0,1.0,defender,800000.0
3817,Malik Fathi,43,3.0,4.0,7.0,1.0,defender,880000.0
3824,Gordon Greer,45,1.0,2.0,3.0,1.0,defender,260000.0
3825,Jay McEveley,41,3.0,1.0,11.0,1.0,defender,570000.0
3838,Boaz Myhill,43,1.0,1.0,4.0,1.0,goalkeeper,980000.0
3851,Jan-Ingwer Callsen-Bracker,42,7.0,2.0,19.0,1.0,defender,580000.0
3869,Andrew Davies,41,5.0,7.0,18.0,1.0,defender,420000.0
3875,Jermain Defoe,44,87.0,21.0,14.0,1.0,attacker,3920000.0
3876,Joe Cole,44,8.0,5.0,4.0,1.0,midfielder,4320000.0
3878,Michael Carrick,45,4.0,10.0,20.0,1.0,midfielder,6100000.0
3881,Glen Johnson,42,3.0,10.0,17.0,1.0,defender,5400000.0
3890,Eduardo,46,6.0,2.0,1.0,1.0,attacker,900000.0
3900,Henri Camara,49,12.0,2.0,4.0,1.0,attacker,1420000.0
3901,Pierre-Alain Frau,46,8.0,4.0,5.0,1.0,attacker,1950000.0
3913,Omar Daf,49,3.0,5.0,9.0,1.0,defender,600000.0
3914,Pascal Feindouno,45,1.0,6.0,5.0,1.0,attacker,1560000.0
3916,Péguy Luyindula,47,8.0,4.0,5.0,1.0,attacker,2730000.0
3924,Didier Drogba,48,24.0,15.0,14.0,1.0,attacker,8400000.0
3926,Marama Vahirua,46,5.0,4.0,1.0,1.0,attacker,1320000.0
3947,Henrik Pedersen,51,1.0,4.0,5.0,1.0,attacker,520000.0
3950,Kevin Nolan,44,18.0,10.0,18.0,2.0,midfielder,3200000.0
3966,Djibril Cissé,45,10.0,5.0,1.0,1.0,attacker,4160000.0
3975,Domi Kumbela,42,13.0,6.0,8.0,1.0,attacker,550000.0
3978,Svetoslav Todorov,48,8.0,4.0,1.0,1.0,attacker,1240000.0
3979,Iker Casillas,45,1.0,1.0,9.0,1.0,goalkeeper,7800000.0
3989,Dmitriy Sychev,43,4.0,2.0,3.0,1.0,attacker,2020000.0
3995,Gary O'Neil,43,1.0,3.0,9.0,1.0,midfielder,1900000.0
4010,Dirk Kuyt,46,71.0,36.0,18.0,1.0,attacker,5200000.0
4015,Louis Saha,48,8.0,4.0,5.0,1.0,attacker,3920000.0
4018,Daniel Baier,42,6.0,13.0,52.0,1.0,midfielder,1020000.0
4042,Brad Jones,44,1.0,1.0,3.0,1.0,goalkeeper,480000.0
4055,Dean Marney,42,1.0,2.0,7.0,1.0,midfielder,1240000.0
4056,Simon Davies,47,4.0,4.5,5.0,1.0,midfielder,1500000.0
4058,Lee Barnard,42,8.0,4.0,5.0,1.0,attacker,300000.0
4063,Stewart Downing,42,14.0,21.0,5.0,1.0,attacker,3360000.0
4070,Liam Ridgewell,42,1.0,4.0,12.0,1.0,defender,1300000.0
4072,Peter Crouch,45,37.0,20.0,21.0,1.0,attacker,3200000.0
4075,Luke Moore,40,3.0,2.0,5.0,1.0,attacker,1310000.0
4086,Darren Ambrose,42,6.0,4.0,1.0,1.0,midfielder,640000.0
4094,Frazer Richardson,44,3.0,5.0,9.0,1.0,defender,480000.0
4095,Matthew Kilgallon,42,3.0,2.0,3.0,1.0,defender,640000.0
4111,Garry Monk,47,3.0,2.0,9.0,1.0,defender,650000.0
4112,Rory Delap,50,5.0,5.0,8.0,1.0,midfielder,1300000.0
4115,Chris Baird,44,2.0,1.0,7.0,1.0,midfielder,1000000.0
4133,Richie Ryan,41,3.0,3.0,10.0,1.0,midfielder,150000.0
4158,Anthony Lurling,49,8.0,6.0,8.0,1.0,midfielder,580000.0
4188,Ricardo Quaresma,43,36.0,61.0,61.0,2.0,attacker,5240000.0
4190,Brian Murphy,43,1.0,1.0,3.0,1.0,goalkeeper,108000.0
4192,Rafael van der Vaart,43,20.0,24.0,20.0,1.0,midfielder,5360000.0
4205,Bobby Zamora,45,7.0,7.0,5.0,1.0,attacker,2200000.0
4208,Dominik Reinhardt,41,3.0,5.0,1.0,1.0,defender,740000.0
4216,Florent Sinama-Pongolle,42,2.0,3.0,4.0,1.0,attacker,2400000.0
4217,Anthony Le Tallec,42,21.0,10.0,15.0,1.0,attacker,1100000.0
4219,David Fox,42,5.0,1.0,8.0,1.0,midfielder,600000.0
4233,Adam Federici,41,1.0,1.0,1.0,1.0,goalkeeper,600000.0
4241,Joleon Lescott,44,4.0,2.0,8.0,1.0,defender,4200000.0
4248,Diego,41,25.0,23.0,25.0,1.0,midfielder,6040000.0
4251,Callum Davidson,50,3.0,1.0,1.0,1.0,defender,370000.0
4257,Samuel Eto'o,45,91.0,36.0,23.0,1.0,attacker,9200000.0
4267,Tim Howard,47,1.0,1.0,8.0,1.0,goalkeeper,2240000.0
4276,Carlos Tevez,42,67.0,34.0,21.0,1.0,attacker,8240000.0
4277,Philippe Senderos,41,2.0,1.0,18.0,1.0,defender,2180000.0
4310,Bogdan Lobont,48,1.0,1.0,3.0,1.0,goalkeeper,680000.0
4311,Maarten Stekelenburg,44,1.0,1.0,4.0,1.0,goalkeeper,2260000.0
4314,Cristian Chivu,46,1.0,1.0,3.0,1.0,defender,5440000.0
4315,Johnny Heitinga,42,5.0,1.0,11.0,1.0,defender,3200000.0
4316,Petri Pasanen,46,2.0,2.0,4.0,1.0,defender,1080000.0
4317,Maxwell,45,11.0,21.0,6.0,1.0,defender,3500000.0
4321,Steven Pienaar,44,8.0,14.0,21.0,1.0,midfielder,2600000.0
4323,Jelle Van Damme,43,12.0,19.0,52.0,1.0,defender,980000.0
4327,Nourdin Boukhari,46,2.0,4.0,4.0,1.0,midfielder,560000.0
4334,Jelle ten Rouwelaar,45,1.0,1.0,10.0,1.0,goalkeeper,500000.0
4337,Kasper Bögelund,46,3.0,5.0,9.0,1.0,defender,660000.0
4338,Wilfred Bouma,48,3.0,2.0,2.0,1.0,defender,1900000.0
4344,Michael Lamey,46,1.0,5.0,6.0,1.0,defender,440000.0
4349,Theo Lucius,49,3.0,3.0,10.0,1.0,midfielder,800000.0
4351,Remco van der Schaaf,47,3.0,2.0,4.0,1.0,defender,480000.0
4357,Klaas-Jan Huntelaar,43,121.0,39.0,39.0,1.0,attacker,4640000.0
4359,Adil Ramzi,49,2.0,4.0,2.0,1.0,midfielder,620000.0
4360,Arjen Robben,42,70.0,63.0,11.0,1.0,attacker,8160000.0
4361,Dennis Rommedahl,48,4.0,6.0,4.0,1.0,attacker,880000.0
4371,Glenn Loovens,43,3.0,2.0,10.0,1.0,defender,1250000.0
4377,Thomas Buffel,45,31.0,41.0,33.0,1.0,attacker,1380000.0
4380,Robin van Persie,43,110.0,32.0,25.0,1.0,attacker,10700000.0
4383,Johan Elmander,45,16.0,11.0,17.0,1.0,attacker,2560000.0
4384,Yves Lenaerts,43,1.0,1.0,3.0,1.0,goalkeeper,220000.0
4391,Boy Waterman,42,1.0,2.0,4.0,2.0,goalkeeper,640000.0
4403,Daniel Jensen,47,3.0,10.0,18.0,1.0,midfielder,1480000.0
4408,Santi Kolk,45,2.0,2.0,1.0,1.0,attacker,930000.0
4410,Marcel Seip,44,5.0,2.0,7.0,1.0,defender,420000.0
4415,Tim Cornelisse,48,3.0,2.0,3.0,1.0,defender,430000.0
4424,Nicky Hofs,43,2.0,3.0,2.0,1.0,midfielder,1800000.0
4425,Theo Janssen,45,6.0,13.0,7.0,1.0,midfielder,3400000.0
